FID;OBJECTID;AmbulanceR;BikeAge_Gr;Bike_Age;Bike_Alc_D;Bike_Dir;Bike_Injur;Bike_Pos;Bike_Race;Bike_Sex;City;County;CrashAlcoh;CrashDay;Crash_Date;Crash_Grp;Crash_Hour;Crash_Loc;Crash_Mont;Crash_Time;Crash_Type;Crash_Ty_1;Crash_Year;Crsh_Sevri;Developmen;DrvrAge_Gr;Drvr_Age;Drvr_Alc_D;Drvr_EstSp;Drvr_Injur;Drvr_Race;Drvr_Sex;Drvr_VehTy;ExcsSpdInd;Hit_Run;Light_Cond;Locality;Num_Lanes;Num_Units;Rd_Charact;Rd_Class;Rd_Conditi;Rd_Config;Rd_Defects;Rd_Feature;Rd_Surface;Region;Rural_Urba;Speed_Limi;Traff_Cntr;Weather;Workzone_I;Location
228;229;Yes;40-49;40;No;With Traffic;B: Evident Injury;Bike Lane / Paved Shoulder;Black;Male;Durham;Durham;No;01/01/2004;12/07/2007;Motorist Overtaking Bicyclist;15;Non-Intersection;01/07/2001;01/01/2001 15:43;Motorist Overtaking - Undetected Bicyclist;321231;2007;B: Evident Injury;Commercial;50-59;53;No;31-35 mph;O: No Injury;Black;Female;Van;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;No Control Present;Clear;No;36.031948, -78.890785
233;234;Yes;10-juin;7;No;Not Applicable;C: Possible Injury;Driveway / Alley;White;Male;Charlotte;Mecklenburg;No;01/01/2005;20/04/2007;Loss of Control / Turning Error;19;Non-Intersection;01/04/2001;01/01/2001 19:54;Bicyclist Lost Control - Mechanical Problems;353121;2007;C: Possible Injury;Residential;40-49;41;No;11-15 mph;O: No Injury;White;Female;Sport Utility;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;No Control Present;Clear;No;35.10358, -80.809204
235;236;Yes;25-29;26;No;With Traffic;C: Possible Injury;Travel Lane;White;Female;Charlotte;Mecklenburg;No;01/01/2003;18/07/2007;Motorist Overtaking Bicyclist;19;Intersection;01/07/2001;01/01/2001 19:31;Motorist Overtaking - Other /;111239;2007;C: Possible Injury;Residential;NA;NA;Missing;NA;Injury;/Missing;NA;NA;No;Yes;Daylight;Urban (>70% Developed);2 lanes;2;Curve - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;NA;No Control Present;Clear;No;35.123512, -80.78844
240;241;Yes;10-juin;9;No;NA;B: Evident Injury;Driveway / Alley;White;Male;Garner;Wake;No;NA;23/04/2007;Bicyclist Failed to Yield - Midblock;17;Non-Intersection;01/04/2001;01/01/2001 17:34;Bicyclist Ride Out - Commercial Driveway / Alley;359312;2007;B: Evident Injury;Institutional;30-39;36;No;26-30 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;No Control Present;Clear;No;35.689217, -78.61696
241;242;No;10-juin;9;No;Facing Traffic;C: Possible Injury;Travel Lane;Black;Female;Charlotte;Mecklenburg;No;NA;23/04/2007;Backing Vehicle;19;Non-Intersection;01/04/2001;01/01/2001 19:48;Backing Vehicle;312600;2007;C: Possible Injury;Residential;40-49;45;No;NA;O: No Injury;Black;Male;Pickup;No;No;Daylight;Urban (>70% Developed);NA;2;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;NA;No Control Present;Clear;No;35.210136, -80.9211
244;245;Yes;15-nov;15;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;None - Rural Crash;Pitt;No;01/01/2002;24/04/2007;Motorist Overtaking Bicyclist;17;Non-Intersection;01/04/2001;01/01/2001 17:26;Motorist Overtaking - Other /;311239;2007;B: Evident Injury;Farms, Woods, Pastures;40-49;41;No;31-35 mph;O: No Injury;Black;Male;Van;No;No;Daylight;Rural (<30% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Rural;50 - 55  MPH;No Control Present;Clear;No;35.45008, -77.410835
257;258;Yes;30-39;37;No;With Traffic;B: Evident Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Charlotte;Mecklenburg;No;01/01/2004;26/07/2007;Motorist Right Turn / Merge;16;Non-Intersection;01/07/2001;01/01/2001 16:03;Motorist Right Turn - Same Direction;331213;2007;B: Evident Injury;Commercial;40-49;45;No;0-5 mph;O: No Injury;Black;Male;Van;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;Driveway, Public;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;No Control Present;Clear;No;35.21934, -80.7988
261;262;Yes;70+;NA;No;With Traffic;C: Possible Injury;Travel Lane;Black;Male;Morehead City;Carteret;No;01/01/2006;28/04/2007;Motorist Failed to Yield - Sign-Controlled Intersection;13;Intersection;01/04/2001;01/01/2001 13:23;Motorist Drive Out - Sign-Controlled Intersection;111141;2007;C: Possible Injury;Residential;50-59;57;No;0-5 mph;O: No Injury;Black;Male;Van;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Coastal;Urban;20 - 25  MPH;Stop Sign;Clear;No;34.724094, -76.725235
262;263;Yes;30-39;30;No;NA;C: Possible Injury;Travel Lane;Black;Male;Burlington;Alamance;No;01/01/2007;29/04/2007;Loss of Control / Turning Error;9;Non-Intersection;01/04/2001;01/01/2001 09:37;Bicyclist Lost Control - Other /;319129;2007;C: Possible Injury;Residential;NA;NA;Missing;0-5 mph;Injury;/Missing;NA;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;No Control Present;Clear;No;36.106133, -79.411385
272;273;No;16-19;17;No;With Traffic;O: No Injury;Travel Lane;White;Male;Kenly;Johnston;No;NA;30/07/2007;Bicyclist Failed to Yield - Sign-Controlled Intersection;7;Intersection;01/07/2001;01/01/2001 07:06;Bicyclist Ride Through - Sign-Controlled Intersection;111144;2007;O: No Injury;Residential;50-59;53;No;11-15 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Coastal;Rural;20 - 25  MPH;Stop Sign;Clear;No;35.59347, -78.124344
280;281;No;20-24;20;No;With Traffic;C: Possible Injury;Travel Lane;White;Male;Raleigh;Wake;No;01/01/2005;04/05/2007;Other / Unusual Circumstances;5;Non-Intersection;01/05/2001;01/01/2001 05:16;Motorist Intentionally Caused;311510;2007;C: Possible Injury;Commercial;NA;NA;Missing;21-25 mph;Injury;/Missing;NA;NA;No;Yes;Dawn;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;No Control Present;Clear;No;35.899822, -78.68073
286;287;No;30-39;32;No;Facing Traffic;O: No Injury;Travel Lane;Black;Male;Rocky Mount;Nash;No;NA;07/05/2007;Bicyclist Right Turn / Merge;15;Non-Intersection;01/05/2001;01/01/2001 15:36;Bicyclist Right Turn - Same Direction;312223;2007;O: No Injury;Residential;30-39;35;No;0-5 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);3 lanes;2;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Urban;30 - 35  MPH;No Control Present;Clear;No;35.91735, -77.807556
292;293;Yes;25-29;26;No;Facing Traffic;C: Possible Injury;Travel Lane;Black;Male;Charlotte;Mecklenburg;No;01/01/2003;09/05/2007;Motorist Failed to Yield - Signalized Intersection;19;Intersection;01/05/2001;01/01/2001 19:00;Motorist Drive Out - Right Turn on Red;112151;2007;C: Possible Injury;Commercial;50-59;50;No;0-5 mph;O: No Injury;White;Female;Sport Utility;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;20 - 25  MPH;Stop And Go Signal;Clear;No;35.228535, -80.838715
308;309;No;50-59;54;No;NA;C: Possible Injury;Travel Lane;White;Male;Greensboro;Guilford;No;NA;14/05/2007;Other /  - Insufficient Details;12;Intersection;01/05/2001;01/01/2001 11:59;Approach Paths;119970;2007;C: Possible Injury;Residential;25-29;27;No;6-10 mph;O: No Injury;Black;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Concrete;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;36.052532, -79.81239
311;312;Yes;10-juin;10;No;Not Applicable;B: Evident Injury;Driveway / Alley;Black;Male;Morehead City;Carteret;No;01/01/2002;15/05/2007;Bicyclist Failed to Yield - Midblock;17;Non-Intersection;01/05/2001;01/01/2001 17:03;Bicyclist Ride Out - Commercial Driveway / Alley;353312;2007;B: Evident Injury;Residential;25-29;28;No;21-25 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Coastal;Urban;20 - 25  MPH;No Control Present;Clear;No;34.722034, -76.70975
312;313;No;40-49;47;No;Facing Traffic;B: Evident Injury;Bike Lane / Paved Shoulder;White;Male;None - Rural Crash;Craven;No;01/01/2003;16/05/2007;Head-On;21;Non-Intersection;01/05/2001;01/01/2001 20:59;Head-On - Bicyclist;322250;2007;B: Evident Injury;Farms, Woods, Pastures;NA;NA;Missing;NA;Injury;/Missing;NA;NA;No;Yes;Dark - Roadway Not Lighted;Rural (<30% Developed);2 lanes;2;Straight - Level;US Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Coastal;Rural;50 - 55  MPH;No Control Present;Clear;No;35.14582, -77.03163
503;504;Yes;16-19;19;No;With Traffic;C: Possible Injury;Bike Lane / Paved Shoulder;White;Male;None - Rural Crash;Currituck;No;01/01/2004;05/07/2007;Motorist Failed to Yield - Sign-Controlled Intersection;12;Intersection;01/07/2001;01/01/2001 12:26;Motorist Drive Out - Sign-Controlled Intersection;121141;2007;C: Possible Injury;Commercial;50-59;53;No;6-10 mph;O: No Injury;White;Male;Sport Utility;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;NC Route;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Coastal;Rural;5 - 15 MPH;Stop Sign;Clear;No;36.301872, -75.80454
504;505;No;40-49;42;Yes;Facing Traffic;C: Possible Injury;Travel Lane;White;Male;Concord;Cabarrus;Yes;01/01/2004;05/07/2007;Head-On;5;Non-Intersection;01/07/2001;01/01/2001 05:32;Head-On - Bicyclist;312250;2007;C: Possible Injury;Residential;70+;NA;No;31-35 mph;O: No Injury;White;Female;Passenger Car;No;No;Dawn;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;35.43917, -80.613655
506;507;Yes;0-5;5;No;NA;B: Evident Injury;Non-Roadway;White;Male;None - Rural Crash;Dare;No;01/01/2005;06/07/2007;Non-Roadway;13;Non-Roadway;01/07/2001;01/01/2001 13:39;Non-Roadway;460910;2007;B: Evident Injury;Commercial;60-69;61;No;0-5 mph;O: No Injury;White;Male;Sport Utility;No;No;Daylight;Urban (>70% Developed);NA;2;Straight - Level;Public Vehicular Area;Dry;Two-Way, Not Divided;None;Driveway, Public;Smooth Asphalt;Coastal;Rural;NA;No Control Present;Clear;No;35.575123, -75.466324
508;509;Yes;40-49;46;No;Facing Traffic;B: Evident Injury;Travel Lane;Black;Male;Charlotte;Mecklenburg;No;01/01/2007;07/10/2007;Motorist Failed to Yield - Midblock;14;Non-Intersection;01/10/2001;01/01/2001 14:52;Motorist Drive Out - Midblock -;312329;2007;B: Evident Injury;Commercial;70+;NA;No;0-5 mph;O: No Injury;White;Male;Van;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;No Control Present;Clear;No;35.29146, -80.79704
515;516;Yes;30-39;36;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Randleman;Randolph;No;NA;08/10/2007;Motorist Failed to Yield - Midblock;13;Non-Intersection;01/10/2001;01/01/2001 13:06;Motorist Drive Out - Commercial Driveway / Alley;311322;2007;B: Evident Injury;Commercial;0-19;19;No;0-5 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);3 lanes;2;Straight - Level;US Route;Dry;Two-Way, Not Divided;None;Driveway, Public;Smooth Asphalt;Piedmont;Rural;30 - 35  MPH;No Control Present;Clear;No;35.812477, -79.80349
517;518;No;60-69;60;No;Facing Traffic;B: Evident Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Male;Raleigh;Wake;No;NA;09/07/2007;Motorist Failed to Yield - Sign-Controlled Intersection;18;Intersection;01/07/2001;01/01/2001 18:33;Motorist Drive Out - Sign-Controlled Intersection;132141;2007;B: Evident Injury;Commercial;30-39;30;No;16-20 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;35.893578, -78.62411
524;525;No;40-49;45;Yes;With Traffic;B: Evident Injury;Travel Lane;Black;Male;Wilmington;New Hanover;Yes;01/01/2003;11/07/2007;Motorist Overtaking Bicyclist;22;Non-Intersection;01/07/2001;01/01/2001 22:21;Motorist Overtaking - Undetected Bicyclist;311231;2007;B: Evident Injury;Residential;NA;NA;Missing;0-5 mph;Injury;/Missing;NA;NA;No;Yes;Dark - Roadway Not Lighted;Urban (>70% Developed);3 lanes;2;Straight - Level;Local Street;Wet;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Coastal;Urban;30 - 35  MPH;No Control Present;Rain;No;34.24956, -77.88272
531;532;Yes;40-49;49;No;With Traffic;C: Possible Injury;Travel Lane;White;Female;Fayetteville;Cumberland;No;01/01/2006;14/07/2007;Motorist Overtaking Bicyclist;21;Non-Intersection;01/07/2001;01/01/2001 21:42;Motorist Overtaking - Other /;311239;2007;C: Possible Injury;Residential;50-59;51;No;NA;Injury;/Missing;Female;Passenger Car;No;Yes;Dark - Lighted Roadway;Urban (>70% Developed);3 lanes;2;Straight - Level;Local Street;Dry;One-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Urban;30 - 35  MPH;No Control Present;Clear;No;35.022194, -78.90106
538;539;Yes;30-39;34;No;With Traffic;B: Evident Injury;Bike Lane / Paved Shoulder;White;Female;None - Rural Crash;Dare;No;01/01/2003;04/07/2007;Motorist Overtaking Bicyclist;20;Non-Intersection;01/07/2001;01/01/2001 20:29;Motorist Overtaking - Bicyclist Swerved;321235;2007;B: Evident Injury;Commercial;60-69;66;No;26-30 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;NC Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Coastal;Rural;30 - 35  MPH;Double Yellow Line, No Passing Zone;Clear;No;35.575314, -75.46711
539;540;Yes;50-59;58;No;With Traffic;C: Possible Injury;Travel Lane;White;Male;None - Rural Crash;Rowan;No;01/01/2006;14/07/2007;Motorist Overtaking Bicyclist;9;Non-Intersection;01/07/2001;01/01/2001 09:13;Motorist Overtaking - Misjudged Space;311232;2007;C: Possible Injury;Residential;70+;NA;No;41-45 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Rural;50 - 55  MPH;No Control Present;Clear;No;35.68728, -80.5715
556;557;No;15-nov;14;No;Facing Traffic;B: Evident Injury;Travel Lane;Black;Male;None - Rural Crash;Guilford;No;01/01/2005;20/07/2007;Motorist Failed to Yield - Sign-Controlled Intersection;15;Intersection;01/07/2001;01/01/2001 15:13;Motorist Drive Out - Sign-Controlled Intersection;112141;2007;B: Evident Injury;Residential;50-59;53;No;0-5 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Mixed (30% To 70% Developed);4 lanes;2;Straight - Grade;State Secondary Route;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Rural;50 - 55  MPH;Stop Sign;Clear;No;36.152008, -79.722145
560;561;Yes;0-5;5;No;With Traffic;C: Possible Injury;Travel Lane;Black;Male;Norwood;Stanly;No;01/01/2006;21/07/2007;Bicyclist Failed to Yield - Sign-Controlled Intersection;13;Intersection;01/07/2001;01/01/2001 13:09;Bicyclist Ride Through - Sign-Controlled Intersection;111144;2007;C: Possible Injury;Residential;40-49;48;No;21-25 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Hillcrest;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Coarse Asphalt;Piedmont;Rural;20 - 25  MPH;Stop Sign;Clear;No;35.230114, -80.128654
561;562;Yes;50-59;51;No;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Raleigh;Wake;No;01/01/2006;21/07/2007;Bicyclist Failed to Yield - Signalized Intersection;8;Intersection;01/07/2001;01/01/2001 08:52;Bicyclist Ride Out - Signalized  Intersection;132153;2007;C: Possible Injury;Commercial;50-59;59;No;0-5 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);5 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;Stop And Go Signal;Clear;No;35.76986, -78.61454
563;564;Yes;16-19;16;Yes;Not Applicable;B: Evident Injury;Travel Lane;Hispanic;Male;Cary;Wake;Yes;01/01/2006;27/10/2007;Bicyclist Failed to Yield - Midblock;12;Non-Intersection;01/10/2001;01/01/2001 12:54;Multiple Threat - Midblock;313357;2007;B: Evident Injury;Commercial;25-29;26;No;26-30 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);5 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;Related To Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No;35.77129, -78.78236
566;567;No;30-39;37;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Asheville;Buncombe;No;01/01/2007;22/07/2007;Motorist Failed to Yield - Sign-Controlled Intersection;12;Intersection;01/07/2001;01/01/2001 12:20;Motorist Drive Out - Sign-Controlled Intersection;111141;2007;B: Evident Injury;Residential;20-24;23;No;11-15 mph;O: No Injury;Black;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Curve - Grade;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Mountains;Urban;30 - 35  MPH;Stop Sign;Clear;No;35.600548, -82.540726
571;572;Yes;16-19;16;No;Facing Traffic;B: Evident Injury;Bike Lane / Paved Shoulder;White;Male;None - Rural Crash;New Hanover;No;01/01/2002;24/07/2007;Motorist Failed to Yield - Midblock;13;Non-Intersection;01/07/2001;01/01/2001 13:39;Motorist Drive Out - Commercial Driveway / Alley;322322;2007;B: Evident Injury;Commercial;30-39;34;No;0-5 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Mixed (30% To 70% Developed);4 lanes;2;Straight - Level;US Route;Dry;Two-Way, Divided, Unprotected Median;None;Driveway, Public;Coarse Asphalt;Coastal;Rural;50 - 55  MPH;No Control Present;Clear;No;34.11347, -77.900345
581;582;No;25-29;29;No;NA;O: No Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Raleigh;Wake;No;01/01/2004;26/07/2007;Non-Roadway;16;Non-Roadway;01/07/2001;01/01/2001 16:52;Non-Roadway;430910;2007;O: No Injury;Residential;20-24;23;No;6-10 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);1 lane;2;Straight - Grade;Public Vehicular Area;Dry;One-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;5 - 15 MPH;No Control Present;Clear;No;35.768803, -78.64643
583;584;No;15-nov;13;No;NA;O: No Injury;Travel Lane;Black;Male;Wilson;Wilson;No;01/01/2004;26/07/2007;Bicyclist Overtaking Motorist;10;Non-Intersection;01/07/2001;01/01/2001 10:58;Bicyclist Overtaking - Parked Vehicle;319243;2007;O: No Injury;Residential;NA;NA;Missing;0-5 mph;Injury;/Missing;NA;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Urban;30 - 35  MPH;No Control Present;Clear;No;35.724617, -77.929214
592;593;No;50-59;51;Yes;With Traffic;B: Evident Injury;Travel Lane;Black;Male;Grantsboro;Pamlico;Yes;01/01/2006;28/07/2007;Motorist Overtaking Bicyclist;21;Non-Intersection;01/07/2001;01/01/2001 21:06;Motorist Overtaking - Undetected Bicyclist;311231;2007;B: Evident Injury;Commercial;40-49;45;No;41-45 mph;O: No Injury;White;Male;Sport Utility;No;No;Dark - Roadway Not Lighted;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;NC Route;Dry;Two-Way, Not Divided;Work Zone;No Special Feature;Coarse Asphalt;Coastal;Rural;40 - 45  MPH;No Control Present;Clear;No;35.140144, -76.84469
602;603;Yes;10-juin;10;No;With Traffic;C: Possible Injury;Travel Lane;White;Female;None - Rural Crash;Onslow;No;NA;30/07/2007;Head-On;22;Non-Intersection;01/07/2001;01/01/2001 22:04;Head-On - Motorist;311255;2007;C: Possible Injury;Residential;NA;NA;Missing;16-20 mph;Injury;/Missing;NA;NA;No;Yes;Dark - Roadway Not Lighted;Rural (<30% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Rural;30 - 35  MPH;No Control Present;Clear;No;34.718723, -77.30999
603;604;No;40-49;47;No;NA;C: Possible Injury;Non-Roadway;White;Female;Raleigh;Wake;No;NA;30/07/2007;Non-Roadway;20;Non-Roadway;01/07/2001;01/01/2001 20:02;Non-Roadway;460910;2007;C: Possible Injury;Residential;NA;NA;Missing;6-10 mph;Injury;/Missing;NA;NA;No;Yes;Daylight;Urban (>70% Developed);NA;2;Straight - Level;Public Vehicular Area;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;20 - 25  MPH;No Control Present;Clear;No;35.965134, -78.55903
605;606;Yes;50-59;53;No;With Traffic;B: Evident Injury;Travel Lane;Black;Male;Greensboro;Guilford;No;NA;30/07/2007;Motorist Overtaking Bicyclist;17;Non-Intersection;01/07/2001;01/01/2001 17:54;Motorist Overtaking - Misjudged Space;311232;2007;B: Evident Injury;Residential;NA;NA;No;NA;Injury;/Missing;NA;Passenger Car;No;Yes;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;No Control Present;Clear;No;36.064785, -79.78114
